"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ID","Chr","MapInfo","Symbol","Distance_to_TSS","CPG_ISLAND"
"cg17533847",-0.00296993204768296,0.0420185845686025,-2.81931461232019,0.00537191151343734,0.418090059366032,-4.50397818066357,"cg17533847","17",75427217,"CBX4",591,TRUE
"cg01152499",-0.00533969644392171,0.0716892820825565,-2.81842303555129,0.00538618751599721,0.418090059366032,-4.50639408681554,"cg01152499","1",117949843,"FAM46C",284,TRUE
"cg11221513",0.00529546027506736,0.0583455375347205,2.8175982816854,0.00539942430017983,0.418090059366032,-4.50862830206865,"cg11221513","22",44014773,"C22orf9",541,TRUE
"cg09914444",-0.0205516736532347,0.407366159189157,-2.81611770353317,0.00542326100215255,0.418090059366032,-4.5126376140128,"cg09914444","1",46744770,"DMBX1",485,FALSE
"cg23370883",-0.0175626522334232,0.653438381342263,-2.81538499462544,0.00543509272517762,0.418090059366032,-4.51462103198012,"cg23370883","7",44147129,"MYL7",312,FALSE
"cg07906495",-0.00516576136313099,0.0409521004519029,-2.81471474982821,0.00544593636189992,0.418090059366032,-4.5164349492065,"cg07906495","14",30098177,"KIAA1333",49,TRUE
"cg19939627",-0.0077774552678983,0.0613241052536094,-2.81154882289167,0.00549742345631141,0.420822999028509,-4.52499772767615,"cg19939627","16",1763876,"MRPS34",735,TRUE
"cg10203523",-0.00508581241575482,0.0487273493315126,-2.80701305509997,0.00557196052182706,0.421988423470327,-4.53725013780794,"cg10203523","4",6762507,"MRFAP1L1",2,TRUE
"cg01993411",-0.00755834629215265,0.0735769417078981,-2.80691413100072,0.00557359635929343,0.421988423470327,-4.53751715890719,"cg01993411","20",43996249,"C20orf67",475,TRUE
"cg08353062",-0.0060984916467218,0.0599457739679442,-2.80627147751839,0.00558423411021923,0.421988423470327,-4.53925163352367,"cg08353062","4",39205447,"UGDH",159,TRUE
"cg04143809",0.0151341183007994,0.798883448500187,2.80237684261445,0.00564909769166238,0.421988423470327,-4.54975520741588,"cg04143809","2",165520568,"FLJ39822",287,TRUE
"cg03790207",-0.00551235159245805,0.043767308305891,-2.80230817973983,0.00565024736870631,0.421988423470327,-4.54994026714623,"cg03790207","6",43055087,"PEX6",221,TRUE
"cg25814686",-0.00448279078998418,0.0590579714819837,-2.80211113520022,0.00565354782410646,0.421988423470327,-4.55047131730182,"cg25814686","8",144445193,"ZNF696",222,TRUE
"cg19030554",-0.0232440358352112,0.217519150677826,-2.80166042729781,0.00566110368426041,0.421988423470327,-4.55168588144199,"cg19030554","16",1762290,"NME3",579,TRUE
"cg02947253",0.0381768359022353,0.618027450728043,2.80156168393909,0.00566276028664072,0.421988423470327,-4.55195195044179,"cg02947253","1",111848223,"ADORA3",43,FALSE
"cg22238923",-0.00567102071769154,0.0434901486577772,-2.80052828324811,0.00568012397426014,0.421988423470327,-4.55473598716834,"cg22238923","2",74635095,"DOK1",273,TRUE
"cg25985778",-0.0126820106928414,0.0943791172365698,-2.80041587585919,0.00568201561446892,0.421988423470327,-4.55503876210191,"cg25985778","17",69710968,"RPL38",444,TRUE
"cg22320000",-0.0123091569444825,0.0484237312147053,-2.80006609296511,0.00568790557951018,0.421988423470327,-4.55598084882388,"cg22320000","1",243094252,"HNRPU",198,TRUE
"cg09088576",0.011547341069877,0.175438254157061,2.79769475333478,0.00572798306402769,0.423329882428263,-4.56236485418324,"cg09088576","1",36720372,"CSF3R",724,TRUE
"cg24808674",-0.00589136793640403,0.0653222612541289,-2.79445708322302,0.00578311700047269,0.423329882428263,-4.57107317161075,"cg24808674","1",51475247,"RNF11",688,TRUE
"cg19372178",-0.0140309894950505,0.68841464685924,-2.79357724116538,0.00579818290746471,0.423329882428263,-4.57343807845973,"cg19372178","2",241775353,"TMEM16G",1244,FALSE
"cg00180012",0.00426457191969034,0.0591507902982431,2.79273050491941,0.00581271562460082,0.423329882428263,-4.57571335825813,"cg00180012","6",108722622,"LACE1",169,TRUE
"cg04278702",0.00960739110871998,0.0845506563956069,2.79229850187303,0.00582014293994306,0.423329882428263,-4.57687395833632,"cg04278702","6",87704118,"HTR1E",11,TRUE
"cg22170618",-0.0060340515115133,0.100916460507319,-2.78503710725814,0.00594628465079864,0.423329882428263,-4.59635752859569,"cg22170618","9",129588470,"CDK9",318,TRUE
"cg06187947",0.0141146000689314,0.109555644285613,2.78450613644341,0.00595560522990056,0.423329882428263,-4.59778039452922,"cg06187947","2",188865287,"GULP1",348,TRUE
"cg13759328",0.00955153830501625,0.114198632703348,2.78409785525589,0.00596278116310063,0.423329882428263,-4.59887431491949,"cg13759328","16",81219022,"CDH13",943,TRUE
"cg11981599",0.0184102042770946,0.15857295915565,2.78296532384021,0.00598272764023604,0.423329882428263,-4.60190797343787,"cg11981599","8",11603935,"GATA4",NA,TRUE
"cg19262019",-0.00606304310515211,0.059922629170528,-2.78281096625786,0.00598545092216917,0.423329882428263,-4.60232135640417,"cg19262019","19",8416039,"HNRPM",388,TRUE
"cg20587394",0.0126096007584139,0.0945552510123562,2.78263103962605,0.00598862673267332,0.423329882428263,-4.6028031890289,"cg20587394","12",52618476,"HOXC13",367,TRUE
"cg07138512",0.00507672229157117,0.0604983912383584,2.78173694412993,0.00600443076605978,0.423329882428263,-4.60519710001264,"cg07138512","1",21868904,"RAP1GA1",518,TRUE
"cg10971750",-0.00380032862811851,0.0447104574949237,-2.78127889796047,0.00601254186450151,0.423329882428263,-4.60642323082924,"cg10971750","14",96333919,"VRK1",482,TRUE
"cg05500015",0.00831569399462694,0.0780644499752824,2.78065630196516,0.00602358278221621,0.423329882428263,-4.60808954428327,"cg05500015","11",89507467,"NAALAD2",63,TRUE
"cg07732037",0.0224533610325359,0.350989240961476,2.77984431501726,0.00603800998026147,0.423329882428263,-4.61026223019421,"cg07732037","12",122273780,"MPHOSPH9",1386,FALSE
"cg20189782",-0.00633133592568103,0.886377285300608,-2.77913158519336,0.00605069946862406,0.423329882428263,-4.61216884903848,"cg20189782","5",156705335,"MGC27121",78,FALSE
"cg09082287",0.0190564611862231,0.213948552581975,2.77855872757236,0.00606091622265617,0.423329882428263,-4.61370097246595,"cg09082287","1",65503082,"DNAJC6",64,TRUE
"cg09535168",-0.00679424879447914,0.0475800343288785,-2.77745569760224,0.0060806326087751,0.423329882428263,-4.61665024254064,"cg09535168","19",19292582,"SF4",264,TRUE
"cg11173246",-0.0138859484459435,0.694901222031438,-2.77640965883634,0.00609938410564772,0.423329882428263,-4.61944614032611,"cg11173246","11",831376,"TSPAN4",1448,FALSE
"cg24549085",-0.0047111672981842,0.0440020528842248,-2.77506718411857,0.00612352654130359,0.423329882428263,-4.62303295299423,"cg24549085","20",61760246,"RTEL1",155,TRUE
"cg07739803",-0.00317099678189609,0.0371592715027687,-2.77501274942025,0.00612450729815133,0.423329882428263,-4.62317835767684,"cg07739803","1",101133823,"SLC30A7",443,TRUE
"cg14816013",-0.00441480416008818,0.0535216989283422,-2.77488695294979,0.00612677433499701,0.423329882428263,-4.62351437225746,"cg14816013","12",54904421,"OBFC2B",353,TRUE
"cg10507231",0.00570119747341345,0.899449165299363,2.77375989657202,0.0061471195779542,0.423329882428263,-4.62652422732658,"cg10507231","1",202726261,"PIK3C2B",164,FALSE
"cg11935147",0.011426088867711,0.15675716366081,2.7725117823008,0.00616972171035361,0.423329882428263,-4.62985606725139,"cg11935147","1",143787188,"PDE4DIP",192,TRUE
"cg19616230",0.0197317435406967,0.0895365499010634,2.77175163434787,0.00618352420605067,0.423329882428263,-4.63188460907047,"cg19616230","4",25266527,"SLC34A2",44,TRUE
"cg03529436",-0.00362343915933257,0.0528136458215032,-2.77164471585443,0.00618546784200889,0.423329882428263,-4.63216989246859,"cg03529436","5",139534725,"ORF1-FL49",202,TRUE
"cg25898500",-0.00582102168046123,0.0699416855525314,-2.76868510384843,0.00623949038937572,0.423329882428263,-4.64006282676692,"cg25898500","16",1817265,"HAGH",102,TRUE
"cg17484237",0.00695087391881948,0.111834517978293,2.76853413532859,0.00624225750620308,0.423329882428263,-4.64046523499031,"cg17484237","5",156468685,"HAVCR2",31,FALSE
"cg15959756",-0.00662433886355478,0.0512642478477367,-2.76732924618881,0.00626438200498734,0.423329882428263,-4.64367616009827,"cg15959756","2",32142587,"SPAST",403,TRUE
"cg10894102",-0.00829254409608341,0.086564610524954,-2.76229376766176,0.00635761742239402,0.423329882428263,-4.65708142323828,"cg10894102","1",24945170,"CLIC4",735,TRUE
"cg16812893",-0.0128611686007934,0.726538831678339,-2.76189068633386,0.00636513493433679,0.423329882428263,-4.65815352485301,"cg16812893","21",30734946,"KRTAP15-1",429,FALSE
"cg24497877",-0.00526340455205486,0.0577522805428959,-2.76068780314758,0.00638761683026359,0.423329882428263,-4.66135205962887,"cg24497877","1",1233923,"PUSL1",66,TRUE
"cg08899626",0.016994537030062,0.251908704532676,2.76033742897499,0.00639417886637268,0.423329882428263,-4.66228348447767,"cg08899626","4",16509297,"LDB2",128,FALSE
"cg11691938",0.00393782366663429,0.0604654030976826,2.75821772486917,0.00643400870658157,0.423329882428263,-4.66791613706776,"cg11691938","4",185806736,"FLJ33167",1160,TRUE
"cg06779945",-0.00350667138838133,0.0381792114484315,-2.75705383669332,0.0064559741196624,0.423329882428263,-4.67100723100623,"cg06779945","6",138230013,"TNFAIP3",261,TRUE
"cg12128017",0.0121994717718054,0.0959697351669359,2.75680833739708,0.00646061597226917,0.423329882428263,-4.67165908378037,"cg12128017","1",38003356,"EPHA10",20,TRUE
"cg17903544",0.0060797731963803,0.0811660339579442,2.75640909267209,0.0064681712807707,0.423329882428263,-4.67271904976255,"cg17903544","12",131796847,"PGAM5",662,TRUE
"cg17398283",-0.00730950795664963,0.896462076642422,-2.75627307712408,0.00647074706975298,0.423329882428263,-4.67308012912452,"cg17398283","1",100370004,"CCDC76",1303,FALSE
"cg19723473",-0.0110148441150918,0.781669240711246,-2.75478216162573,0.00649904229844925,0.423329882428263,-4.67703698010908,"cg19723473","2",168383286,"B3GALT1",142,FALSE
"cg14154330",-0.0271453243297877,0.510172944910251,-2.75476646889142,0.00649934071791408,0.423329882428263,-4.67707861778633,"cg14154330","17",40859184,"ARHGAP27",404,FALSE
"cg00848461",-0.0200189476274486,0.709794963965451,-2.75416019365579,0.00651087941867715,0.423329882428263,-4.67868708709286,"cg00848461","5",176664699,"RAB24",1388,FALSE
"cg10643489",-0.0254680245238007,0.451587400576329,-2.75337865717343,0.00652578113167317,0.423329882428263,-4.68076005197285,"cg10643489","2",219142902,"RQCD1",980,FALSE
"cg01449591",-0.00749928365775225,0.852886418924329,-2.75329125851644,0.00652744950149473,0.423329882428263,-4.68099183661579,"cg01449591","5",70356293,"BIRC1",14,FALSE
"cg14550066",0.0271120233506283,0.49535510948652,2.75305204802943,0.00653201781569244,0.423329882428263,-4.68162619766706,"cg14550066","19",60109312,"NCR1",8,TRUE
"cg19570545",0.00426598866182889,0.0487022142386503,2.75269966342867,0.00653875275221061,0.423329882428263,-4.68256059256323,"cg19570545","1",199519095,"PKP1",108,TRUE
"cg15674432",0.0104370965137131,0.13969051692023,2.75249574470999,0.00654265301737058,0.423329882428263,-4.68310126025286,"cg15674432","6",36100060,"SLC26A8",295,TRUE
"cg27140220",-0.00920476198496029,0.0714628675092351,-2.75166129726144,0.0065586351299622,0.423329882428263,-4.6853133219814,"cg27140220","8",79590989,"PKIA",98,TRUE
"cg04633513",-0.00717216943080614,0.0854816192999315,-2.75160835196984,0.00655965038114448,0.423329882428263,-4.68545365550364,"cg04633513","1",204390650,"AVPR1B",83,TRUE
"cg07342545",-0.00465605723932431,0.0665333485399535,-2.75050294986307,0.00658087957737729,0.423329882428263,-4.68838300093083,"cg07342545","2",28469697,"FOSL2",414,TRUE
"cg17685628",0.0183854030300747,0.130570590580615,2.74987549905848,0.00659295744809575,0.423329882428263,-4.69004528256128,"cg17685628","14",36121444,"NKX2-8",93,TRUE
"cg14932684",-0.0068461548138238,0.0408955654413855,-2.74953945852375,0.00659943419379772,0.423329882428263,-4.6909353990837,"cg14932684","12",40918268,"YAF2",49,TRUE
"cg08315770",0.00894150378496454,0.0722955845775071,2.74904921488808,0.00660889335514678,0.423329882428263,-4.69223379562048,"cg08315770","6",39389863,"KCNK17",313,TRUE
"cg21237418",0.0245545465401348,0.312591385601141,2.74828011924388,0.00662375769434964,0.423329882428263,-4.69427029628869,"cg21237418","17",24069170,"RAB34",157,TRUE
"cg10891879",-0.00488311933856295,0.0702314533807352,-2.74752524497468,0.00663837665414942,0.423329882428263,-4.69626863203043,"cg10891879","1",10676361,"CASZ1",188,TRUE
"cg07388493",0.0226892651242169,0.408025648712336,2.74727103681579,0.00664330625307668,0.423329882428263,-4.69694146957685,"cg07388493","1",39264046,"NDUFS5",547,FALSE
"cg18414741",-0.012538220756621,0.0374096541630109,-2.74602760574189,0.00666746670595515,0.423329882428263,-4.70023175767122,"cg18414741","19",2896201,"ZNF77",271,TRUE
"cg01320040",-0.0111876923232313,0.0567617859050285,-2.7456894558664,0.00667405088369661,0.423329882428263,-4.70112631215987,"cg01320040","21",42303563,"ZNF295",44,TRUE
"cg01669948",-0.00775816802552113,0.851035664007874,-2.74543939894998,0.00667892357871459,0.423329882428263,-4.70178775724215,"cg01669948","6",39398855,"KCNK16",561,FALSE
"cg04845628",-0.0143586851682601,0.202317785447318,-2.74509428134047,0.00668565395746311,0.423329882428263,-4.70270056407553,"cg04845628","3",99173380,"MINA",241,TRUE
"cg20681975",0.00322772554371594,0.0453849549575608,2.74505991962377,0.00668632440573708,0.423329882428263,-4.70279144214572,"cg20681975","6",43005037,"TNRC5",134,TRUE
"cg04943986",0.00859954309427105,0.0764589255239372,2.74480315437041,0.00669133620835598,0.423329882428263,-4.70347048843748,"cg04943986","15",94674872,"NR2F2",78,TRUE
"cg10289190",-0.00732982878139951,0.0417492391242938,-2.74451613548386,0.00669694256352195,0.423329882428263,-4.70422947513284,"cg10289190","9",37412575,"GRHPR",132,TRUE
"cg10073042",-0.00843900500205977,0.790617509119108,-2.74327216742663,0.00672129032161062,0.423857370138521,-4.70751815686517,"cg10073042","22",21303200,"",664,FALSE
"cg17805404",0.00538512361950258,0.0600724711559742,2.73924782975832,0.0068006080688244,0.425948905382543,-4.71814794335396,"cg17805404","12",6800885,"GPR162",339,FALSE
"cg14363494",-0.00932233505419267,0.066836830706782,-2.73876179559749,0.0068102447685434,0.425948905382543,-4.71943077342974,"cg14363494","6",33284212,"RING1",52,TRUE
"cg03373442",-0.00690567057288802,0.0387495768660687,-2.73863064828817,0.00681284717292532,0.425948905382543,-4.7197768855792,"cg03373442","13",30634396,"HSPH1",279,TRUE
"cg18540871",-0.00620848413009963,0.071421120716901,-2.73768087407252,0.00683172080899933,0.425948905382543,-4.7222829903275,"cg18540871","6",143874630,"FUCA2",74,TRUE
"cg05890019",0.0189796692024023,0.141502428650861,2.73670925252874,0.00685107761188583,0.425948905382543,-4.72484591706984,"cg05890019","4",86105854,"WDFY3",714,TRUE
"cg12562500",-0.00314179652991252,0.0430065326842658,-2.73475911581765,0.00689007862130943,0.425948905382543,-4.72998743596408,"cg12562500","19",6312639,"CLPP",176,TRUE
"cg15774495",0.00907255346027306,0.085620539472279,2.73372888818844,0.00691076337709596,0.425948905382543,-4.73270226504299,"cg15774495","7",50829043,"GRB10",391,TRUE
"cg16933388",0.00716512846431445,0.0857450207899359,2.73349914388097,0.00691538381485826,0.425948905382543,-4.73330755329579,"cg16933388","3",49567533,"BSN",607,TRUE
"cg24019564",0.0236490032291129,0.633488844036977,2.73314267535235,0.00692255837189506,0.425948905382543,-4.73424661894341,"cg24019564","1",25130153,"RUNX3",NA,TRUE
"cg15883716",0.00624128474785806,0.104197321175591,2.73253250100812,0.00693485485920572,0.425948905382543,-4.73585377569932,"cg15883716","1",171905324,"ANKRD45",300,TRUE
"cg08216792",0.00458861183493089,0.0666034375131327,2.73213018766775,0.00694297326715078,0.425948905382543,-4.73691326092877,"cg08216792","13",107666061,"LIG4",178,TRUE
"cg23520347",-0.00910147810766121,0.109686682918531,-2.73190895887539,0.00694744118119982,0.425948905382543,-4.73749580213382,"cg23520347","1",204797462,"RASSF5",NA,TRUE
"cg16428251",0.0104577734354426,0.1279446758345,2.72982069502523,0.00698974406453349,0.427126556943395,-4.74299250039297,"cg16428251","3",138966169,"SOX14",100,TRUE
"cg02865818",0.00414329711508104,0.0435340955131234,2.72889539233643,0.00700856282200606,0.427126556943395,-4.74542683567903,"cg02865818","5",167651792,"WWC1",122,TRUE
"cg25115460",0.00351144938919079,0.944042766481391,2.72776203840733,0.00703167544252638,0.427126556943395,-4.74840749117032,"cg25115460","1",3596970,"TP73",NA,TRUE
"cg02417408",-0.0179875727428839,0.515177123764977,-2.72649244748194,0.00705764832688979,0.427126556943395,-4.75174509256486,"cg02417408","3",52255728,"PPM1M",502,FALSE
"cg15520279",0.0190397489466961,0.0847236089567669,2.7263814043987,0.00705992413770823,0.427126556943395,-4.7520369436119,"cg15520279","2",176703334,"HOXD8",611,TRUE
"cg17001035",0.00927830424748292,0.129759886353278,2.7257335215225,0.00707321565370758,0.427126556943395,-4.75373953628225,"cg17001035","10",92970039,"PCGF5",486,TRUE
"cg14473924",0.0177752217164666,0.226142627724275,2.72542588749239,0.00707953479189574,0.427126556943395,-4.75454784778982,"cg14473924","3",73756860,"PDZRN3",98,TRUE
"cg18493182",-0.0110706872973634,0.866714548733948,-2.72434546970742,0.00710176827935125,0.427494169652039,-4.75738599282543,"cg18493182","8",143830964,"LYPD2",10,FALSE
"cg10028071",-0.00521105075380585,0.063985534454663,-2.72324554924116,0.00712446803955856,0.42766022986376,-4.76027430816619,"cg10028071","10",22644924,"COMMD3",381,TRUE
"cg21547976",-0.00419081457987238,0.050302683303059,-2.72254832070874,0.00713889119159298,0.42766022986376,-4.76210462772613,"cg21547976","19",1157451,"STK11",653,TRUE
"cg02613386",0.0206103557632046,0.191468001781001,2.72131814980503,0.00716440349475307,0.42766022986376,-4.76533294398976,"cg02613386","17",6620257,"FBXO39",39,TRUE
"cg22587758",-0.0246904680488628,0.654495952599109,-2.72040567121124,0.00718338052394484,0.42766022986376,-4.76772668042945,"cg22587758","11",18214899,"SAA4",11,FALSE
"cg24070292",0.0173362355353153,0.381189630483858,2.72016045759665,0.00718848804051758,0.42766022986376,-4.76836983206626,"cg24070292","9",35679808,"TPM2",245,TRUE
"cg22043361",-0.00502265805833301,0.0441340207278652,-2.71950096482335,0.00720224082931798,0.42766022986376,-4.77009930002675,"cg22043361","14",64039952,"ZBTB25",355,TRUE
"cg11706111",-0.0127874844519746,0.865715967949962,-2.71635089952641,0.00726826015381518,0.42766022986376,-4.77835478568596,"cg11706111","16",70080645,"ZNF19",97,TRUE
"cg00906183",-0.00493942467088531,0.0526134585193879,-2.71600148174969,0.00727561692718535,0.42766022986376,-4.77926997556541,"cg00906183","17",77261331,"HGS",94,TRUE
"cg07109287",0.0138781610945588,0.0948200268544646,2.7157178755824,0.00728159303250115,0.42766022986376,-4.78001271314604,"cg07109287","9",125813894,"LHX2",184,TRUE
"cg07519011",-0.00703267791302404,0.0991632208628957,-2.71556151797594,0.00728488967534559,0.42766022986376,-4.7804221683827,"cg07519011","13",74954422,"TBC1D4",171,TRUE
"cg23772500",-0.00529897652081276,0.0781828373941745,-2.71507044603629,0.00729525221848293,0.42766022986376,-4.78170800260742,"cg23772500","17",35391015,"PSMD3",429,TRUE
"cg25097436",-0.00915308237675429,0.0864610320628647,-2.71476159741549,0.00730177633793626,0.42766022986376,-4.78251658962674,"cg25097436","14",59406725,"RTN1",585,TRUE
"cg10364513",0.00426968636241486,0.0579138598588021,2.7139644161741,0.0073186404085296,0.42766022986376,-4.78460327466276,"cg10364513","1",163681003,"RXRG",51,TRUE
"cg10710439",0.0224437700435259,0.621203078254081,2.71340101997955,0.00733058009356442,0.42766022986376,-4.78607766930116,"cg10710439","19",42875816,"FLJ37549",824,TRUE
"cg22722802",-0.00827067232167181,0.0597673709996865,-2.71208396333949,0.0073585604047725,0.428349078858911,-4.78952327859683,"cg22722802","16",15397043,"FLJ39599",94,TRUE
"cg08007665",-0.0118960284899238,0.788533230397562,-2.71013596785002,0.00740012193422476,0.428603725776055,-4.79461669681715,"cg08007665","11",2550433,"KCNQ1",NA,TRUE
"cg12243255",-0.00297526122426067,0.0279674529785359,-2.70926283886529,0.00741881944715352,0.428603725776055,-4.79689857329539,"cg12243255","3",39169553,"AXUD1",552,TRUE
"cg27087572",0.00614368477358869,0.0778982228770018,2.70913894906888,0.00742147592956685,0.428603725776055,-4.79722229800053,"cg27087572","8",38153042,"LSM1",141,TRUE
"cg22396755",0.00987262294493004,0.106576364897301,2.70885051035617,0.00742766405388541,0.428603725776055,-4.79797593720803,"cg22396755","1",21867684,"RAP1GA1",702,TRUE
"cg14696396",-0.0171525378267255,0.0532991626193499,-2.70700942490371,0.00746727255415952,0.428872989044751,-4.80278462954936,"cg14696396","15",81567450,"TM6SF1",66,TRUE
"cg23641648",-0.00270940441709944,0.0433111591468222,-2.70632218218851,0.0074821065677989,0.428872989044751,-4.80457885424237,"cg23641648","2",105021083,"MRPS9",145,TRUE
"cg08715135",-0.00388766503525449,0.0389637270458736,-2.70472134711191,0.0075167637224367,0.428872989044751,-4.80875662430198,"cg08715135","8",126511929,"TRIB1",184,TRUE
"cg08554462",-0.0181239978444534,0.0873083534837893,-2.70370389862971,0.00753886629247303,0.428872989044751,-4.81141072364391,"cg08554462","18",59137891,"BCL2",NA,TRUE
"cg21034676",0.0194209402224883,0.090173422220101,2.70359442287425,0.00754124799102501,0.428872989044751,-4.8116962456005,"cg21034676","5",135392451,"TGFBI",146,TRUE
"cg25499099",0.01529704196185,0.1717244318847,2.70345174037299,0.00754435313994108,0.428872989044751,-4.81206835758534,"cg25499099","17",7225386,"TNK1",252,TRUE
"cg08328671",0.013425795682994,0.128078641182423,2.70339090417267,0.00754567744826905,0.428872989044751,-4.81222701121013,"cg08328671","14",95741015,"BDKRB2",65,FALSE
"cg12279128",-0.00632756785016966,0.0908968007873628,-2.70262947176409,0.00756227042473593,0.428895705502261,-4.81421245939966,"cg12279128","22",22439851,"C22orf16",290,TRUE
"cg22800191",-0.00387295304767776,0.0523193518800024,-2.69946704389111,0.0076315390722596,0.429745260337599,-4.82245304240101,"cg22800191","3",150330288,"HPS3",227,TRUE
"cg00881370",-0.00527211320595168,0.905539614140487,-2.69916515940638,0.00763818134131599,0.429745260337599,-4.82323922235665,"cg00881370","19",11209439,"LOC55908",313,FALSE
"cg11466837",-0.0122833402277837,0.757992205998463,-2.69842167824974,0.00765456221608282,0.429745260337599,-4.82517508175151,"cg11466837","11",119514892,"TRIM29",819,FALSE
"cg25993718",0.0153547091858319,0.157813772489311,2.69837474957878,0.00765559724484057,0.429745260337599,-4.82529725710923,"cg25993718","20",54013603,"CBLN4",184,TRUE
"cg12924408",-0.00319093939431877,0.050168481728089,-2.69749950574255,0.00767492426304932,0.429745260337599,-4.82757553230908,"cg12924408","22",35501971,"RABL4",89,TRUE
"cg25500285",-0.0100311531651535,0.0746419510228328,-2.69636988974876,0.00769993349098272,0.429745260337599,-4.83051493809397,"cg25500285","8",38007650,"EIF4EBP1",465,TRUE
"cg11260422",0.0118846972780536,0.0860279215633281,2.69540864276409,0.00772127308847556,0.429745260337599,-4.83301533445314,"cg11260422","14",37133863,"FOXA1",377,TRUE
"cg18411898",-0.0169433673632375,0.128696120719585,-2.6952905681403,0.0077238980177525,0.429745260337599,-4.83332241370851,"cg18411898","2",154044018,"RPRM",450,TRUE
"cg15191648",0.0286814526283495,0.108925714503631,2.6947000452798,0.00773703810164576,0.429745260337599,-4.83485801375864,"cg15191648","18",74841250,"SALL3",13,TRUE
"cg02119229",0.00444330953780047,0.0667577769136238,2.6945893507596,0.00773950348036829,0.429745260337599,-4.83514583017324,"cg02119229","11",111551458,"BCDO2",110,FALSE
"cg02500392",-0.0187212676258856,0.76672481258797,-2.69382259163183,0.00775660017537936,0.429793540261711,-4.83713917921976,"cg02500392","6",138581065,"PBOV1",256,FALSE
"cg18546419",-0.00404854682997883,0.0605061267792976,-2.69083629972609,0.00782351239143509,0.43259613611597,-4.84489768930493,"cg18546419","5",176366497,"RAP80",448,TRUE
"cg23092823",0.00513949118885987,0.0642785261071718,2.68963129206042,0.00785065971850196,0.432975594179443,-4.84802610745334,"cg23092823","1",53301200,"PODN",727,TRUE
"cg08576197",-0.00371495021520618,0.0544023152812728,-2.68735733084115,0.00790212121394876,0.432975594179443,-4.85392621062081,"cg08576197","17",77763911,"CCDC57",67,TRUE
"cg27016307",-0.0338398754736181,0.418073209724241,-2.6873276257641,0.00790279547459504,0.432975594179443,-4.85400325412082,"cg27016307","19",54350725,"HRC",232,FALSE
"cg21301148",-0.0155467766971973,0.572117325357037,-2.68724404923856,0.00790469281508127,0.432975594179443,-4.85422001515331,"cg21301148","14",22948035,"MYH6",711,FALSE
"cg21256649",0.00926485781339544,0.16329488987478,2.68618914427528,0.00792867649677141,0.432975594179443,-4.85695544496233,"cg21256649","17",64019205,"PRKAR1A",500,FALSE
"cg25882366",0.0270763312075192,0.293041676295045,2.68566092890799,0.00794071036372913,0.432975594179443,-4.85832476674071,"cg25882366","17",43977036,"HOXB2",355,TRUE
"cg03156547",-0.0146857544739384,0.630529455099543,-2.68514825587356,0.00795240591860494,0.432975594179443,-4.85965356029435,"cg03156547","14",22594843,"CDH24",32,FALSE
"cg25406518",-0.0134169325118562,0.795770629177042,-2.68476524729233,0.0079611536043717,0.432975594179443,-4.86064612513188,"cg25406518","11",60858741,"DAK",15,FALSE
"cg25250358",0.0316009751861078,0.149378383561165,2.68365674917447,0.00798652003643634,0.433435241651185,-4.86351805820584,"cg25250358","3",147361774,"PLOD2",198,TRUE
"cg08620270",-0.00300777654747009,0.0405343970851574,-2.68216057986145,0.00802087354145864,0.433435241651185,-4.8673926515053,"cg08620270","6",17814847,"NUP153",50,TRUE
"cg11750883",-0.0171616170438257,0.773061466827852,-2.6811959118976,0.00804309396159463,0.433435241651185,-4.86988977414975,"cg11750883","1",150753574,"C1orf42",28,FALSE
"cg14162076",-0.006408693291734,0.913742936211658,-2.67999145097283,0.00807091586538492,0.433435241651185,-4.87300645995069,"cg14162076","12",8556359,"CLEC4D",1044,TRUE
"cg15433631",0.0442413828278854,0.228691850063374,2.67926390269876,0.00808776361117233,0.433435241651185,-4.87488845304884,"cg15433631","5",2804541,"IRX2",228,TRUE
"cg15989091",-0.0162914622115272,0.621879491094307,-2.6785711871133,0.00810383424550244,0.433435241651185,-4.87667990516175,"cg15989091","2",74633680,"LOXL3",890,FALSE
"cg20017995",-0.0141125147215706,0.671963417978297,-2.67776261031576,0.00812262926380836,0.433435241651185,-4.87877044992503,"cg20017995","9",135205897,"SURF5",1104,FALSE
"cg13135127",-0.0101461038567128,0.0448760438184899,-2.67643611146304,0.00815354841377785,0.433435241651185,-4.88219880393817,"cg13135127","1",153798518,"ASH1L",259,TRUE
"cg14719352",-0.0129275758375209,0.758805372310427,-2.67630231940062,0.00815667284298312,0.433435241651185,-4.88254450447811,"cg14719352","19",53949943,"FUT1",516,FALSE
"cg06037693",-0.00849287897321251,0.843743970273051,-2.67570075880478,0.00817073437145356,0.433435241651185,-4.88409865883761,"cg06037693","1",25164659,"RUNX3",597,FALSE
"cg22598028",0.0106592385147203,0.0974844725077201,2.67551279481225,0.00817513253019547,0.433435241651185,-4.88458420489892,"cg22598028","3",44601496,"ZNF660",36,TRUE
"cg01288067",-0.00954292992667249,0.0551027473917225,-2.67550425011205,0.0081753325179236,0.433435241651185,-4.88460627670739,"cg01288067","9",36562645,"MELK",260,TRUE
