"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ID","CHR","MAPINFO","UCSC_RefGene_Name","UCSC_CpG_Islands_Name"
"cg18977436",0.0284162449736201,0.290454078572611,4.0125027597954,7.14396388615749e-05,0.0119132741765562,-1.16787398366459,"cg18977436","13",103054076,"FGF14;FGF14","chr13:103052361-103052944"
"cg25426743",-0.021139581914271,0.711570348784297,-4.00734728540054,7.29560279703805e-05,0.0120855767129212,-1.18781148808728,"cg25426743","7",27166103,"HOXA3","chr7:27169572-27170638"
"cg18669588",0.0138979152585463,0.731777484629908,4.0044906018409,7.38093747493056e-05,0.0121464980261785,-1.19884879202499,"cg18669588","3",52274051,"TWF2","chr3:52272839-52273631"
"cg04063348",-0.019968331311339,0.6560229484643,-3.99407612745968,7.7001305290153e-05,0.0125889585001823,-1.23902532630451,"cg04063348","6",52109347,"IL17F",""
"cg07294774",0.022493244959617,0.18208940304544,3.98897172763877,7.86131756268468e-05,0.012734246930687,-1.2586815332803,"cg07294774","14",80678613,"DIO2;DIO2;DIO2",""
"cg24454435",0.00442325491181851,0.0563111693672456,3.98804840225598,7.89081424105096e-05,0.012734246930687,-1.26223462434094,"cg24454435","3",113464350,"NAA50","chr3:113464437-113465159"
"cg17884373",-0.0291172236908806,0.759867063660733,-3.9845382684212,8.00391072306176e-05,0.0128339630017094,-1.27573518665839,"cg17884373","14",60711697,"PPM1A","chr14:60715365-60716759"
"cg26170257",-0.0171304163554733,0.657570159445319,-3.98069244064197,8.12958825372675e-05,0.0129524535400459,-1.29051425541144,"cg26170257","20",23345093,"GZF1","chr20:23346034-23346650"
"cg10501065",0.0091473621884884,0.0792477354996704,3.96424617407666,8.6884629402115e-05,0.0137552665814209,-1.35356629822814,"cg10501065","11",2164976,"IGF2AS;INS-IGF2;IGF2;IGF2AS","chr11:2165135-2165672"
"cg22959932",-0.0207056445075689,0.704716691123407,-3.95605937576265,8.98006503860976e-05,0.0141275060928166,-1.38486290289389,"cg22959932","3",8693706,"C3orf32;C3orf32",""
"cg19101893",-0.0114786996212669,0.735008998546918,-3.95332674583264,9.07944580648589e-05,0.0141945785877149,-1.39529589747789,"cg19101893","1",43283862,"CCDC23;ERMAP","chr1:43282574-43283090"
"cg11481793",0.0137971761755776,0.118709535506893,3.95094871795562,9.16677798929777e-05,0.0142420984238692,-1.40436961066552,"cg11481793","1",33722720,"ZNF362","chr1:33721448-33721703"
"cg06950730",0.012114818281662,0.782239249940994,3.94919119141723,9.23183360519525e-05,0.0142546349259478,-1.41107245940189,"cg06950730","11",117069479,"TAGLN;TAGLN",""
"cg19662708",-0.0231250208388479,0.642989979070243,-3.94485944053858,9.39404896334405e-05,0.0144161190655882,-1.42758107680421,"cg19662708","11",12785573,"TEAD1",""
"cg27124774",0.0167930952731806,0.177098572526101,3.93870686826373,9.62909999147823e-05,0.0146158437309376,-1.45100011476086,"cg27124774","5",140571888,"PCDHB10","chr5:140573423-140574316"
"cg21736205",-0.0218136578498596,0.719199876179765,-3.93839768328331,9.64105787001159e-05,0.0146158437309376,-1.45217609667754,"cg21736205","7",92100314,"",""
"cg16899442",-0.0144542441386444,0.201970853085593,-3.93616072024082,9.72799366546763e-05,0.0146587972016872,-1.46068181339257,"cg16899442","16",776458,"CCDC78;HAGHL;CCDC78;HAGHL","chr16:776636-779417"
"cg21787280",-0.0177973315011006,0.764280961877143,-3.93384976290002,9.81858494675299e-05,0.0147067116082682,-1.46946417758094,"cg21787280","14",78225551,"SNW1;C14orf178","chr14:78227054-78227575"
"cg09835085",0.0292468553921902,0.740832903542075,3.93145215266729,9.91341767156685e-05,0.0147603708117008,-1.47857079573743,"cg09835085","2",223916592,"KCNE4","chr2:223917576-223918037"
"cg26163537",-0.00935890716193141,0.119736852144916,-3.92520915906975,0.00010164435443304,0.0149974339924534,-1.50225881744166,"cg26163537","7",50861592,"GRB10","chr7:50861390-50861638"
"cg11102794",0.00754013770260872,0.094220064684773,3.92451911563331,0.000101925472883868,0.0149974339924534,-1.50487493211745,"cg11102794","11",8285587,"LMO1","chr11:8284102-8285032"
"cg14069619",-0.0231148447477742,0.655029095440747,-3.91294901030159,0.000106750168544797,0.0155879112690331,-1.54867633038027,"cg14069619","17",8275273,"KRBA2",""
"cg06282059",-0.023385857254451,0.636846306660454,-3.91193115711819,0.000107184806039566,0.0155879112690331,-1.55252391486314,"cg06282059","3",23846692,"UBE2E1;UBE2E1","chr3:23847871-23848633"
"cg09411212",-0.0142402051169846,0.819882768170958,-3.90955792513696,0.000108204727410169,0.0156452777539767,-1.5614913560119,"cg09411212","3",119379220,"POPDC2",""
"cg02715140",-0.00173785534081221,0.0269226682830618,-3.89452318534671,0.000114882721859189,0.0165153816355503,-1.61818392213448,"cg02715140","11",65625717,"CFL1;CFL1","chr11:65624495-65628596"
"cg19282250",-0.017048678754687,0.80831062783246,-3.88839701805224,0.000117714118880451,0.016683008876869,-1.64122614039507,"cg19282250","9",79328522,"PRUNE2",""
"cg20500126",-0.0122004804610449,0.835090093204597,-3.88765121382828,0.000118063290563687,0.016683008876869,-1.64402901718646,"cg20500126","17",3714258,"",""
"cg12391783",0.0145881660321648,0.668082130566265,3.88760893430126,0.000118083114384343,0.016683008876869,-1.64418789688544,"cg12391783","16",27269148,"NSMCE1",""
"cg22295573",-0.0125749249606171,0.787342596282735,-3.88626150739081,0.000118716541939821,0.016683008876869,-1.64925047110655,"cg22295573","18",24446948,"C18orf16;AQP4","chr18:24443200-24443458"
"cg10671066",0.0237024854073421,0.231198708941037,3.88026030346555,0.00012157697614641,0.0169895334152307,-1.67177849272025,"cg10671066","1",160492861,"SLAMF6",""
"cg26212229",0.00706191287653441,0.848788852146864,3.87649281052427,0.000123405919182989,0.017149309235796,-1.68590482222375,"cg26212229","18",19191611,"SNRPD1","chr18:19192143-19192594"
"cg03558807",0.0036932971851165,0.92705570147886,3.86516045862915,0.000129065440059237,0.0178367012024406,-1.72831895128887,"cg03558807","5",111495981,"NCRNA00219;SNORA13","chr5:111496407-111497040"
"cg05903630",-0.00244281588060874,0.0529117121650413,-3.85533857175233,0.000134168373265169,0.0184400422464557,-1.76498641108832,"cg05903630","5",71616321,"PTCD2;MRPS27","chr5:71616007-71616345"
"cg15339605",0.0224900230130138,0.23254566814001,3.84701981490027,0.000138639002802073,0.018950360743667,-1.79597446595885,"cg15339605","7",115670795,"TFEC;TFEC;TFEC;TFEC",""
"cg11074362",0.0184441187491244,0.630392101103796,3.8444753848139,0.000140034305920661,0.0190370550451055,-1.80544024353645,"cg11074362","9",19297575,"DENND4C",""
"cg08662074",0.0125055678513964,0.152756676289493,3.84139194623043,0.000141742980916543,0.0191651833764671,-1.81690342975018,"cg08662074","9",118915867,"PAPPA","chr9:118916362-118917175"
"cg19093820",0.0129698719162904,0.18388323649238,3.83362790591339,0.0001461330983109,0.0196525447373594,-1.84572961094368,"cg19093820","3",119963208,"GPR156;GPR156",""
"cg05998983",-0.0181461165878603,0.65928523646195,-3.8315048003901,0.000147355782810316,0.019663252199972,-1.85360278661544,"cg05998983","10",74653449,"OIT3;OIT3",""
"cg26683005",0.00649248271013357,0.0743332158353626,3.83038601395044,0.000148003968795347,0.019663252199972,-1.85774998264739,"cg26683005","19",48752990,"CARD8",""
"cg20162076",-0.0144112027652172,0.618957673825185,-3.82941111579854,0.000148570986879136,0.019663252199972,-1.86136288433004,"cg20162076","6",6588089,"LY86;LOC285780",""
"cg09340639",0.0183253411997785,0.163768141802186,3.8254101902024,0.00015091956575048,0.0197945579456852,-1.87618105788581,"cg09340639","1",157789662,"FCRL1;FCRL1;FCRL1",""
"cg07117700",-0.0186524262730293,0.790924080795709,-3.82455038186623,0.00015142883958507,0.0197945579456852,-1.87936363586982,"cg07117700","17",61903327,"PSMC5;FTSJ3","chr17:61904726-61905184"
"cg24974599",-0.0110524010965393,0.670281473028539,-3.8236949701635,0.000151937120235531,0.0197945579456852,-1.88252927879966,"cg24974599","1",196620428,"CFH;CFH",""
"cg17717588",-0.0160475430580025,0.758364232831051,-3.81995705160024,0.000154177140511227,0.0199823160246002,-1.89635455009009,"cg17717588","2",145052739,"GTDC1;GTDC1",""
"cg17795586",-0.0193689201695126,0.728447916506247,-3.8167732344683,0.00015610967358201,0.0201284916236103,-1.90812046180176,"cg17795586","3",151047735,"MED12L;P2RY13",""
"cg23674788",0.0123182708143234,0.766210338103319,3.81481009958172,0.000157312649842466,0.020179582682869,-1.91537074457753,"cg23674788","17",39623313,"KRT32",""
"cg18317951",0.0068733012166019,0.0625623048089155,3.80866232945519,0.00016113679787111,0.0205168396310751,-1.93805331683053,"cg18317951","8",96145702,"PLEKHF2","chr8:96145760-96146729"
"cg07342901",-0.0116194988548634,0.854200679895306,-3.80722491936212,0.000162043499933651,0.0205168396310751,-1.94335181359526,"cg07342901","11",2018724,"H19;MIR675","chr11:2019565-2019863"
"cg22764341",0.00905765704570267,0.139289653338255,3.80665800775085,0.000162402424520383,0.0205168396310751,-1.94544101758845,"cg22764341","4",47487088,"ATP10D",""
"cg11158374",0.00859542290897692,0.797784356352266,3.80508322684954,0.000163403397507711,0.0205395607299391,-1.95124293858824,"cg11158374","21",43771664,"TFF2",""
"cg14606768",-0.0198454226754692,0.817744639990978,-3.80340556732934,0.000164476170896814,0.0205710346940645,-1.95742143178882,"cg14606768","5",39365815,"C9",""
"cg21926138",-0.006909725232115,0.113768900038598,-3.79901698806242,0.000167313971960735,0.0208218492269942,-1.97357170737068,"cg21926138","1",111889420,"C1orf88","chr1:111889138-111889539"
"cg03636183",0.0304391269455117,0.854159355150442,3.7891229345167,0.000173882304942025,0.0215321384941575,-2.00991875672429,"cg03636183","19",17000585,"F2RL3","chr19:17000627-17001398"
"cg20217872",0.0155589961397393,0.171780506082242,3.78632837241769,0.000175781149884323,0.0216600477005244,-2.02016892962301,"cg20217872","12",78224480,"NAV3",""
"cg02815516",0.0202169750771329,0.707124985100506,3.78068707849018,0.000179674076707357,0.0220312125233227,-2.0408391451704,"cg02815516","19",11306319,"KANK2;KANK2","chr19:11307495-11308276"
"cg22283148",-0.00245167556331247,0.0441895693399253,-3.77722465867977,0.000182103554675898,0.0222201869105508,-2.05351153435813,"cg22283148","4",147097443,"LSM6","chr4:147096877-147097562"
"cg16204289",0.0102279104606587,0.805276844084653,3.77545627506439,0.000183356303857783,0.0222644397315466,-2.05997960643197,"cg16204289","2",75796759,"FAM176A;FAM176A",""
"cg10337819",0.00861037646572592,0.839879942984354,3.77329598749659,0.000184897718659168,0.0223431475098572,-2.06787728003042,"cg10337819","14",24778279,"LTB4R2;LTB4R2;CIDEB;LTB4R2;LTB4R2","chr14:24779874-24780932"
"cg16907075",0.0158897775718497,0.140138841811035,3.77027300958342,0.000187075217480131,0.0224418279568533,-2.07892173630999,"cg16907075","1",156022875,"UBQLN4","chr1:156022962-156025174"
"cg18368125",0.00597402441822578,0.897469803722896,3.76891267772024,0.000188062958718697,0.0224418279568533,-2.08388901771904,"cg18368125","16",69385827,"TMED6",""
"cg15170424",-0.00383646043503257,0.0306098045952509,-3.7682798284019,0.00018852414751359,0.0224418279568533,-2.08619931083664,"cg15170424","8",92052897,"TMEM55A",""
"cg15571154",0.0119852628450218,0.784299493397477,3.76721436025428,0.000189303018265613,0.0224418279568533,-2.09008811375823,"cg15571154","19",35719126,"FAM187B","chr19:35715623-35716120"
"cg14451276",0.0100821998649884,0.12405803076255,3.76488019653185,0.00019101994353161,0.022538551261791,-2.0986038840404,"cg14451276","7",36764019,"AOAH;AOAH",""
"cg22024657",-0.0256406321598578,0.68887386868092,-3.7630615491258,0.000192367843416806,0.0225910292733708,-2.10523547385238,"cg22024657","7",122839955,"SLC13A1",""
"cg13174197",0.0217090909176512,0.204005806376443,3.76051969097269,0.00019426679274874,0.0226952471715045,-2.11449919888985,"cg13174197","3",52720522,"GNL3;GNL3;GNL3;PBRM1","chr3:52719934-52720335"
"cg23896056",0.00736588010012479,0.0945165947122433,3.75945174591646,0.000195069886538477,0.0226952471715045,-2.11838954964418,"cg23896056","4",83932170,"LIN54;LIN54;LIN54","chr4:83931642-83932194"
"cg04689061",0.0221733400873584,0.204642054563565,3.75540306217939,0.000198143019023342,0.0228020339897045,-2.13312888269829,"cg04689061","8",79427993,"PKIA;PKIA","chr8:79428433-79428754"
"cg23477967",0.0223589996046421,0.192026241718845,3.75456760094655,0.000198782828431772,0.0228020339897045,-2.13616855491597,"cg23477967","2",188419087,"TFPI;TFPI;TFPI;TFPI",""
"cg12940073",-0.022237522597548,0.608461491828198,-3.75386817059113,0.000199319960936612,0.0228020339897045,-2.13871281831753,"cg12940073","16",48180664,"ABCC12;ABCC12",""
"cg21948655",-0.0197110209782296,0.843815568746246,-3.75346003614016,0.000199634022697101,0.0228020339897045,-2.14019725284752,"cg21948655","1",152849738,"SMCP",""
"cg16193203",-0.0137595660217046,0.802857994910679,-3.74780604693726,0.000204033088874098,0.0231985622049849,-2.16074599610266,"cg16193203","10",75313138,"USP54",""
"cg00141162",0.00428054482960979,0.0453432065545405,3.74552088297518,0.000205836854878463,0.0232977515290944,-2.16904294303076,"cg00141162","3",121379777,"HCLS1;HCLS1",""
"cg17451138",-0.00309938184915984,0.0422787320485763,-3.74362190101033,0.000207347219241263,0.0233629880274818,-2.1759341500687,"cg17451138","12",124155880,"TCTN2;TCTN2","chr12:124155578-124156171"
"cg02912041",-0.0190988189152111,0.674669158183986,-3.74119195279219,0.0002092951304687,0.0234317589853954,-2.1847474185275,"cg02912041","3",190167563,"TMEM207",""
"cg24104611",0.00865417018480381,0.0859094058754656,3.74052714578541,0.000209831055118277,0.0234317589853954,-2.18715770047205,"cg24104611","22",45637132,"C22orf9","chr22:45636070-45636606"
"cg26180557",-0.0125137225629399,0.78473981353896,-3.73877385491022,0.000211250656359778,0.023485439636371,-2.19351240154511,"cg26180557","7",39045789,"POU6F2;POU6F2",""
"cg21643191",-0.0156411219628521,0.691652494397184,-3.73717713247578,0.000212551359201149,0.0235169409552878,-2.19929720847831,"cg21643191","7",20685988,"ABCB5;ABCB5;ABCB5;ABCB5",""
"cg04558553",-0.0186792234112629,0.678230230127458,-3.73326761259327,0.000215768023833384,0.0235169409552878,-2.21345136497993,"cg04558553","4",69960869,"UGT2B7",""
"cg20721467",0.0174359227377512,0.627442127973312,3.73223927073255,0.000216621709569503,0.0235169409552878,-2.21717210951054,"cg20721467","10",76597927,"MYST4",""
"cg04330084",0.0198482266866803,0.176520913686537,3.73091060728864,0.000217729423143729,0.0235169409552878,-2.22197805914564,"cg04330084","7",123175371,"IQUB","chr7:123174472-123174682"
"cg11626656",0.0119565190503686,0.0943144432548888,3.73061220367322,0.000217978936742286,0.0235169409552878,-2.22305720426014,"cg11626656","2",151343868,"RND3","chr2:151341742-151343191"
"cg03658707",0.0115631738425938,0.812537425399504,3.73032674026862,0.0002182178823913,0.0235169409552878,-2.22408947700335,"cg03658707","20",32848426,"ASIP",""
"cg03620376",-0.00647134138080486,0.100703652353814,-3.72950377344953,0.000218908124692798,0.0235169409552878,-2.22706501885216,"cg03620376","19",54984272,"CDC42EP5;CDC42EP5","chr19:54982388-54982897"
"cg05102817",-0.0111195071013624,0.705557610353214,-3.72932871120829,0.000219055218780765,0.0235169409552878,-2.22769789967409,"cg05102817","9",125028279,"RBM18;RBM18;MRRF;RBM18;MRRF","chr9:125026828-125027250"
"cg08216792",0.00440684427674661,0.0482388889514769,3.71900209809437,0.000227898710733964,0.0243617878217923,-2.26498130820979,"cg08216792","13",108868060,"LIG4;LIG4;LIG4","chr13:108867107-108867364"
"cg15779381",0.0131363525861518,0.12611917175665,3.71787839881455,0.000228881056854559,0.0243626840687657,-2.26903250575344,"cg15779381","13",33112842,"N4BP2L2;N4BP2L2;N4BP2L2",""
"cg08920071",-0.0206997168106834,0.641457395688826,-3.71646945165237,0.000230118405149577,0.0243906007898793,-2.27411047149264,"cg08920071","1",117544781,"CD101",""
"cg19686152",0.0186213857828525,0.595968183489348,3.7137009240708,0.000232568124233718,0.0245462407577309,-2.28408324017839,"cg19686152","15",52121542,"TMOD3","chr15:52121816-52122452"
"cg19319069",0.0368772962435819,0.211349045087004,3.71101432968114,0.000234968811333553,0.024673035177819,-2.29375422775867,"cg19319069","7",129593010,"UBE2H;UBE2H","chr7:129592032-129592891"
"cg08121954",-0.0114137571880813,0.73176212679175,-3.71015433822804,0.000235742200667576,0.024673035177819,-2.29684857376156,"cg08121954","4",156825203,"TDO2",""
"cg25303383",0.0198421352376567,0.303513406181702,3.70854277277851,0.000237197939359516,0.0247219552297456,-2.3026453620503,"cg25303383","11",112046403,"BCO2;BCO2",""
"cg25412453",0.0112301621363011,0.752938593703977,3.70579215468574,0.000239702165607298,0.0248792944834065,-2.31253387430089,"cg25412453","1",155006219,"DCST1;DCST2;DCST2;DCST1",""
"cg08972170",-0.0209059165024744,0.548724762706879,-3.69792732497773,0.00024700055148787,0.0255308751856098,-2.34077019517457,"cg08972170","7",30185776,"C7orf41",""
"cg06233473",-0.00543355182136255,0.103716770955019,-3.69432880263272,0.000250409203294173,0.0257766905810718,-2.3536709047673,"cg06233473","6",117002773,"KPNA5","chr6:117002067-117002797"
"cg17103109",-0.0235599930958089,0.696965755884543,-3.69198153078126,0.000252656434325992,0.0258378360761396,-2.36207954738511,"cg17103109","6",32785141,"HLA-DOB",""
"cg23048366",-0.00210486969460622,0.041563407660856,-3.69048558939956,0.00025409850801617,0.0258378360761396,-2.36743585642634,"cg23048366","16",1876863,"HAGH;HAGH;FAHD1;HAGH;HAGH;FAHD1;FAHD1","chr16:1876113-1877633"
"cg04454050",-0.0130591496655449,0.217467719577607,-3.689965515719,0.00025460166650452,0.0258378360761396,-2.36929753609264,"cg04454050","6",41122081,"TREML1",""
"cg16593081",0.018774479816024,0.829872617702303,3.6893017920908,0.00025524516490565,0.0258378360761396,-2.37167307517511,"cg16593081","15",55799927,"DYX1C1;DYX1C1;DYX1C1",""
"cg12271587",-0.00937200228520018,0.778446662843479,-3.68835281909467,0.000256167879862581,0.0258378360761396,-2.37506885828477,"cg12271587","9",135282793,"TTF1","chr9:135282052-135282315"
"cg21137417",-0.0174047431118722,0.698519458178455,-3.68163632042398,0.000262788830663903,0.0263991960250075,-2.3990796550096,"cg21137417","2",234959456,"SPP2",""
"cg14141399",0.013337381136899,0.905830728145878,3.67958814527729,0.00026483969372705,0.0264988003955537,-2.40639352291365,"cg14141399","19",52228048,"HAS1",""
"cg22505977",-0.0217169654844633,0.511871691260548,-3.67571543316792,0.000268758710429583,0.0267837863852016,-2.42021225357404,"cg22505977","5",150727459,"SLC36A2",""
"cg03822159",-0.00825121442821933,0.859397937298615,-3.67399765329217,0.000270514439691156,0.0268517785493435,-2.42633732772775,"cg03822159","12",123867383,"SETD8","chr12:123868267-123869381"
"cg26960719",-0.019708794223098,0.636990007635383,-3.67131409126583,0.000273278897356987,0.0270189657647735,-2.43590071927602,"cg26960719","17",68071302,"KCNJ16;KCNJ16",""
"cg00410895",-0.0216311549501035,0.698353409637727,-3.66947305127109,0.000275190781225856,0.0271008748093841,-2.44245783715406,"cg00410895","1",43283884,"CCDC23;ERMAP","chr1:43282574-43283090"
"cg09657311",-0.011948267616104,0.780281454930942,-3.66429802358653,0.000280632554533089,0.0275284028199634,-2.46087291698582,"cg09657311","11",66395510,"RBM14","chr11:66393924-66394132"
"cg02552945",-0.0233602031089283,0.626702714870236,-3.6630306544869,0.00028198059279682,0.027552588078983,-2.46537907728903,"cg02552945","9",123811614,"C5",""
"cg09881917",0.00876840831312718,0.103460563649579,3.65900001598472,0.000286308377550469,0.0278666060546592,-2.47970040158704,"cg09881917","16",70487956,"FUK","chr16:70488358-70488814"
"cg20015855",-0.00575685804458729,0.922395363646906,-3.63900938406811,0.000308711398831266,0.0299306470169197,-2.55051109876831,"cg20015855","15",68937562,"CORO2B",""
"cg11492856",-0.0134856698456781,0.770909598020424,-3.63741948786757,0.000310562131229251,0.0299938268361718,-2.55612721281549,"cg11492856","3",15246587,"DVWA;CAPN7","chr3:15247446-15248320"
"cg08611714",0.0170533502536906,0.67316107323112,3.62380294690783,0.000326845112210091,0.0313254831102517,-2.60413173743041,"cg08611714","17",39623858,"KRT32",""
"cg27277403",0.0192616279294695,0.202730224843888,3.62379486968399,0.000326855004868301,0.0313254831102517,-2.60416016323082,"cg27277403","1",241694934,"KMO",""
"cg24426405",-0.0180859542143981,0.575618278629984,-3.62185062715929,0.000329244433538386,0.0313627395728781,-2.61100071747385,"cg24426405","7",16844852,"AGR2",""
"cg25692323",0.0251869812366626,0.542858280654567,3.62143985359274,0.000329751359545332,0.0313627395728781,-2.61244552812876,"cg25692323","10",44101569,"ZNF485","chr10:44101813-44102366"
"cg18240496",-0.00182212585049997,0.0367792370796082,-3.61724677566459,0.000334968041040438,0.0317382218885815,-2.62718501591883,"cg18240496","5",77655777,"SCAMP1","chr5:77655917-77656997"
"cg00842351",0.0184470265798596,0.190587006126004,3.61039829795883,0.000343655339341684,0.0324384704086524,-2.65122430432898,"cg00842351","9",71789653,"TJP2;TJP2;TJP2;TJP2","chr9:71788715-71789542"
"cg23126947",-0.0147010430333227,0.683592737505824,-3.60701052532574,0.000348030517667776,0.0326204382787203,-2.66310014427207,"cg23126947","3",93780364,"NSUN3;DHFRL1","chr3:93781648-93782108"
"cg06507244",-0.016668797447563,0.72360841644355,-3.60688679692086,0.000348191293692265,0.0326204382787203,-2.66353367629174,"cg06507244","10",127569494,"DHX32;DHX32",""
"cg04223956",0.0274614138338274,0.73060430959321,3.60577077531916,0.000349644636453691,0.0326343691651217,-2.66744347431318,"cg04223956","1",198201614,"NEK7",""
"cg12346881",0.0186746651120272,0.790242645967607,3.6037435961811,0.000352299114564489,0.0327498622317634,-2.6745424584315,"cg12346881","5",150283885,"ZNF300","chr5:150284385-150284635"
"cg26181372",-0.0165783914767237,0.726274194274956,-3.60283078862929,0.000353500551794041,0.0327498622317634,-2.67773779833651,"cg26181372","9",104198262,"ALDOB",""
"cg14880800",-0.0157563876433642,0.783412401230352,-3.59822209711368,0.000359625463340984,0.0331943591882339,-2.69385920966978,"cg14880800","5",13945990,"DNAH5",""
"cg25799433",0.00943515087538152,0.10098662649516,3.59605981182494,0.000362533322399617,0.0333397372297942,-2.70141630563601,"cg25799433","20",1600623,"SIRPB1;SIRPB1;SIRPB1;SIRPB1;SIRPB1;SIRPB1",""
"cg02453653",0.0087213024908753,0.0683359721890628,3.577470610514,0.000388458388272908,0.0355416658201724,-2.76620881126746,"cg02453653","11",62420979,"INTS5","chr11:62420544-62420924"
"cg04975920",-0.0186429689113708,0.52572599314836,-3.57687394447415,0.000389318638951277,0.0355416658201724,-2.76828326177718,"cg04975920","1",46646224,"TSPAN1",""
"cg09655559",-0.0019956410228468,0.040300002310855,-3.57144120733901,0.000397233969512882,0.0361324018668917,-2.78715650212302,"cg09655559","20",62496256,"TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2","chr20:62496243-62497196"
"cg06848073",0.0111418051473101,0.810064791581838,3.56978414427683,0.000399678134428545,0.036223003096361,-2.79290774802037,"cg06848073","1",11713540,"FBXO44;FBXO2;FBXO44;FBXO44;FBXO44","chr1:11714217-11715304"
"cg18920846",-0.0184513907135465,0.705112181942087,-3.56828294805892,0.000401904563740184,0.0362806151817422,-2.79811585448854,"cg18920846","11",8964505,"ASCL3",""
"cg03001647",0.0122122239421425,0.105623554048356,3.56637547715588,0.00040475031756064,0.0362806151817422,-2.80473048200611,"cg03001647","1",167691881,"MPZL1;MPZL1;MPZL1","chr1:167690978-167691852"
"cg01722450",-0.018568017185461,0.760087897133059,-3.56634592265957,0.000404794558143872,0.0362806151817422,-2.8048329433909,"cg01722450","18",61816636,"C18orf20",""
"cg04586563",-0.00760108925940575,0.907531259789358,-3.56479749964761,0.000407118768031478,0.0362806151817422,-2.8101999975499,"cg04586563","10",736974,"DIP2C","chr10:734707-735606"
"cg07926025",-0.0225462889088429,0.677019693543248,-3.56413047819685,0.000408123829430619,0.0362806151817422,-2.81251131366847,"cg07926025","9",14722864,"CER1",""
"cg02844051",-0.00881089974627811,0.864862415802831,-3.56346310925081,0.000409131742051605,0.0362806151817422,-2.81482342711029,"cg02844051","19",36004233,"DMKN;DMKN;DMKN;DMKN",""
"cg27015047",-0.0196612973699161,0.753514588301094,-3.56251787621825,0.000410563300476541,0.0362806151817422,-2.81809751007724,"cg27015047","10",124320805,"DMBT1;DMBT1;DMBT1",""
"cg04719766",-0.0103450895982238,0.783097790717478,-3.56162681451381,0.000411917114880259,0.0362806151817422,-2.82118320777045,"cg04719766","11",2542580,"KCNQ1;KCNQ1",""
"cg10716607",0.0107610610844974,0.0976638808762672,3.56065160589675,0.000413403571709435,0.0362837787464555,-2.82455947011216,"cg10716607","9",32552648,"TOPORS","chr9:32550559-32552532"
"cg17356112",0.00559472933583003,0.850064896279532,3.55154450801193,0.000427529819496023,0.0373065857488717,-2.8560471275627,"cg17356112","7",132334710,"PLXNA4",""
"cg25713185",-0.0143361214714481,0.202812926716658,-3.55113623296632,0.00042817357882414,0.0373065857488717,-2.85745695704799,"cg25713185","2",228582486,"SLC19A3","chr2:228582485-228582821"
"cg16449972",-0.0128880804048238,0.798174465710108,-3.55027702358324,0.000429531330282044,0.0373065857488717,-2.86042342657134,"cg16449972","16",49861382,"ZNF423",""
"cg05759269",0.00346808913161369,0.0559223568491192,3.54908696194236,0.000431418570644854,0.0373100283710277,-2.8645310676068,"cg05759269","6",36646253,"CDKN1A;CDKN1A","chr6:36646244-36648465"
"cg14371329",-0.0143800623990157,0.763059822434812,-3.54837326565175,0.000432554098808589,0.0373100283710277,-2.86699385515008,"cg14371329","18",11688011,"GNAL","chr18:11689061-11690108"
"cg06833562",0.00308314807835952,0.045006890250571,3.54706429728089,0.000434644017943883,0.0373614620785164,-2.87150956746246,"cg06833562","1",86174060,"ZNHIT6;ZNHIT6;ZNHIT6;ZNHIT6","chr1:86174041-86174253"
"cg16983159",0.00662973609483633,0.0718764616872205,3.54371366349373,0.000440036878137908,0.0375707411018187,-2.88306153059166,"cg16983159","5",138862441,"TMEM173",""
"cg03673470",-0.0124855823029709,0.755462275264807,-3.54368539654334,0.000440082639435232,0.0375707411018187,-2.88315894274037,"cg03673470","1",238055429,"ZP4;LOC100130331",""
"cg01473816",0.00868407759376396,0.783963255459973,3.54074598180958,0.000444865663708136,0.0376454571062826,-2.89328461740478,"cg01473816","11",34535281,"ELF5;ELF5",""
"cg19307060",-0.0114481422595983,0.78443305208489,-3.54062604974696,0.000445061847723827,0.0376454571062826,-2.89369759070868,"cg19307060","13",50746150,"FAM10A4",""
"cg24776019",-0.0139187823600882,0.706392937063335,-3.54037501718186,0.000445472747399842,0.0376454571062826,-2.89456195206093,"cg24776019","3",47164921,"SETD2",""
"cg14992253",-0.00537315741243857,0.0755551543011325,-3.5328058499357,0.000458030442349911,0.0383954320959774,-2.92059721479868,"cg14992253","1",32687567,"EIF3I;C1orf91","chr1:32687521-32688040"
"cg22605643",0.0187671085575699,0.233831126078236,3.53240812396432,0.000458699375417164,0.0383954320959774,-2.92196380211622,"cg22605643","1",163039012,"RGS4;RGS4;RGS4;RGS4",""
"cg15519208",0.0188123405867462,0.177703909405364,3.53111104800845,0.000460887282973192,0.0383954320959774,-2.92641955213714,"cg15519208","6",26155791,"HIST1H1E","chr6:26156449-26157146"
"cg26666286",-0.0134110321725499,0.726451345723526,-3.53106068869777,0.000460972425819712,0.0383954320959774,-2.9265925167397,"cg26666286","14",75180882,"FCF1;KIAA0317","chr14:75179629-75179875"
"cg08521225",-0.00868134819292361,0.802916882960644,-3.53044045382127,0.000462022269964388,0.0383954320959774,-2.92872259145816,"cg08521225","18",29171977,"TTR",""
